INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
4108	17569	50	-1	9045	50	-1	270	34	-1	270	34	-1	270	34	-1	270	34	-1	20	3102	100	100	3082	100	100	17	3102	100	100	3082	100	100	17	-1	-1	1716	572	23	-1	-1	-1	-1	162	162	160	160	92	19	31	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4109	17690	50	-1	9107	50	-1	272	34	-1	272	34	-1	272	34	-1	272	34	-1	20	3124	100	100	3104	100	100	17	3124	100	100	3104	100	100	17	-1	-1	1728	576	23	-1	-1	-1	-1	163	163	161	161	93	19	32	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4110	17810	50	-1	9168	50	-1	274	34	-1	274	34	-1	274	34	-1	274	34	-1	20	3144	100	100	3124	100	100	17	3144	100	100	3124	100	100	17	-1	-1	1740	580	23	-1	-1	-1	-1	164	164	162	162	94	19	32	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4111	17931	50	-1	9230	50	-1	276	34	-1	276	34	-1	276	34	-1	276	34	-1	20	3166	100	100	3146	100	100	17	3166	100	100	3146	100	100	17	-1	-1	1752	584	24	-1	-1	-1	-1	166	166	164	164	95	20	32	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4112	18051	50	-1	9292	50	-1	278	34	-1	278	34	-1	278	34	-1	278	34	-1	20	3188	100	100	3166	100	100	17	3188	100	100	3166	100	100	17	-1	-1	1764	588	24	-1	-1	-1	-1	167	167	165	165	96	20	33	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4113	18172	50	-1	9354	50	-1	280	34	-1	280	34	-1	280	34	-1	280	34	-1	20	3208	100	100	3188	100	100	17	3208	100	100	3188	100	100	17	-1	-1	1776	592	24	-1	-1	-1	-1	168	168	166	166	98	20	33	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4114	18292	50	-1	9416	50	-1	282	34	-1	282	34	-1	282	34	-1	282	34	-1	20	3230	100	100	3210	100	100	17	3230	100	100	3210	100	100	17	-1	-1	1788	596	24	-1	-1	-1	-1	169	169	167	167	99	20	33	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4115	18413	50	-1	9478	50	-1	284	34	-1	284	34	-1	284	34	-1	284	34	-1	20	3250	100	100	3230	100	100	17	3250	100	100	3230	100	100	17	-1	-1	1800	600	24	-1	-1	-1	-1	170	170	168	168	100	20	34	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4116	18533	50	-1	9540	50	-1	286	34	-1	286	34	-1	286	34	-1	286	34	-1	20	3272	100	100	3252	100	100	17	3272	100	100	3252	100	100	17	-1	-1	1812	604	26	-1	-1	-1	-1	171	171	169	169	101	21	34	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4117	18654	50	-1	9602	50	-1	288	36	-1	288	36	-1	288	36	-1	288	36	-1	20	3294	100	100	3274	100	100	18	3294	100	100	3274	100	100	18	-1	-1	1824	608	26	-1	-1	-1	-1	172	172	170	170	103	21	35	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4118	18774	50	-1	9664	50	-1	290	36	-1	290	36	-1	290	36	-1	290	36	-1	20	3314	100	100	3294	100	100	18	3314	100	100	3294	100	100	18	-1	-1	1836	612	26	-1	-1	-1	-1	173	173	171	171	104	21	35	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4119	18895	50	-1	9726	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3336	100	100	3316	100	100	18	3336	100	100	3316	100	100	18	-1	-1	1848	616	26	-1	-1	-1	-1	174	174	172	172	105	21	35	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4120	19015	50	-1	9787	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3358	100	100	3338	100	100	18	3358	100	100	3338	100	100	18	-1	-1	1860	620	26	-1	-1	-1	-1	175	175	173	173	106	21	36	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4121	19136	50	-1	9849	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3378	100	100	3358	100	100	18	3378	100	100	3358	100	100	18	-1	-1	1872	624	27	-1	-1	-1	-1	177	177	175	175	108	22	36	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4122	19256	50	-1	9911	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3400	100	100	3380	100	100	18	3400	100	100	3380	100	100	18	-1	-1	1884	628	27	-1	-1	-1	-1	178	178	176	176	109	22	37	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4123	19377	50	-1	9973	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3422	100	100	3402	100	100	18	3422	100	100	3402	100	100	18	-1	-1	1896	632	27	-1	-1	-1	-1	179	179	177	177	110	22	37	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4124	19497	50	-1	10035	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3442	100	100	3422	100	100	18	3442	100	100	3422	100	100	18	-1	-1	1908	636	27	-1	-1	-1	-1	180	180	178	178	112	22	37	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4125	19618	50	-1	10097	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3464	100	100	3444	100	100	18	3464	100	100	3444	100	100	18	-1	-1	1920	640	27	-1	-1	-1	-1	181	181	179	179	113	22	38	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4126	19738	50	-1	10159	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3486	100	100	3466	100	100	18	3486	100	100	3466	100	100	18	-1	-1	1932	644	28	-1	-1	-1	-1	182	182	180	180	114	23	38	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4127	19859	50	-1	10221	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3506	100	100	3486	100	100	18	3506	100	100	3486	100	100	18	-1	-1	1944	648	28	-1	-1	-1	-1	183	183	181	181	116	23	39	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4128	19979	50	-1	10283	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3528	100	100	3508	100	100	18	3528	100	100	3508	100	100	18	-1	-1	1956	652	28	-1	-1	-1	-1	184	184	182	182	117	23	39	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4129	20100	50	-1	10345	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3550	100	100	3528	100	100	18	3550	100	100	3528	100	100	18	-1	-1	1968	656	28	-1	-1	-1	-1	185	185	183	183	118	23	40	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4130	20220	50	-1	10406	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3570	100	100	3550	100	100	18	3570	100	100	3550	100	100	18	-1	-1	1980	660	28	-1	-1	-1	-1	186	186	184	184	120	23	40	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4131	20341	50	-1	10468	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3592	100	100	3572	100	100	18	3592	100	100	3572	100	100	18	-1	-1	1992	664	30	-1	-1	-1	-1	188	188	186	186	121	25	40	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4132	20461	50	-1	10530	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3612	100	100	3592	100	100	18	3612	100	100	3592	100	100	18	-1	-1	2004	668	30	-1	-1	-1	-1	189	189	187	187	122	25	41	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4133	20582	50	-1	10592	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3634	100	100	3614	100	100	18	3634	100	100	3614	100	100	18	-1	-1	2016	672	30	-1	-1	-1	-1	190	190	188	188	124	25	41	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4134	20702	50	-1	10654	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3656	100	100	3636	100	100	18	3656	100	100	3636	100	100	18	-1	-1	2028	676	30	-1	-1	-1	-1	191	191	189	189	125	25	42	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4135	20823	50	-1	10716	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3676	100	100	3656	100	100	18	3676	100	100	3656	100	100	18	-1	-1	2040	680	32	-1	-1	-1	-1	192	192	190	190	127	26	42	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4136	20943	50	-1	10778	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3698	100	100	3678	100	100	18	3698	100	100	3678	100	100	18	-1	-1	2052	684	32	-1	-1	-1	-1	193	193	191	191	128	26	43	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4137	21064	50	-1	10840	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3720	100	100	3700	100	100	18	3720	100	100	3700	100	100	18	-1	-1	2064	688	32	-1	-1	-1	-1	194	194	192	192	130	26	43	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4138	21184	50	-1	10902	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3740	100	100	3720	100	100	18	3740	100	100	3720	100	100	18	-1	-1	2076	692	32	-1	-1	-1	-1	195	195	193	193	131	26	44	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4139	21305	50	-1	10964	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3762	100	100	3742	100	100	18	3762	100	100	3742	100	100	18	-1	-1	2088	696	32	-1	-1	-1	-1	196	196	194	194	133	26	44	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4140	21425	50	-1	11025	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3784	100	100	3764	100	100	18	3784	100	100	3764	100	100	18	-1	-1	2100	700	33	-1	-1	-1	-1	197	197	195	195	134	27	45	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4141	21546	50	-1	11087	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3804	100	100	3784	100	100	18	3804	100	100	3784	100	100	18	-1	-1	2112	704	33	-1	-1	-1	-1	199	199	197	197	136	27	45	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4142	21666	50	-1	11149	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3826	100	100	3806	100	100	18	3826	100	100	3806	100	100	18	-1	-1	2124	708	33	-1	-1	-1	-1	200	200	198	198	137	27	46	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4143	21787	50	-1	11211	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3848	100	100	3828	100	100	18	3848	100	100	3828	100	100	18	-1	-1	2136	712	33	-1	-1	-1	-1	201	201	199	199	139	27	46	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4144	21907	50	-1	11273	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3868	100	100	3848	100	100	18	3868	100	100	3848	100	100	18	-1	-1	2148	716	34	-1	-1	-1	-1	202	202	200	200	140	28	46	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4145	22028	50	-1	11335	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3890	100	100	3870	100	100	18	3890	100	100	3870	100	100	18	-1	-1	2160	720	34	-1	-1	-1	-1	203	203	201	201	142	28	47	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4146	22148	50	-1	11397	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3912	100	100	3890	100	100	18	3912	100	100	3890	100	100	18	-1	-1	2172	724	34	-1	-1	-1	-1	204	204	202	202	143	28	47	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4147	22269	50	-1	11459	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3932	100	100	3912	100	100	18	3932	100	100	3912	100	100	18	-1	-1	2184	728	34	-1	-1	-1	-1	205	205	203	203	145	28	48	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4148	22389	50	-1	11521	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3954	100	100	3934	100	100	18	3954	100	100	3934	100	100	18	-1	-1	2196	732	35	-1	-1	-1	-1	206	206	204	204	146	29	48	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4149	22510	50	-1	11583	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3974	100	100	3954	100	100	18	3974	100	100	3954	100	100	18	-1	-1	2208	736	35	-1	-1	-1	-1	207	207	205	205	148	29	49	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4150	22630	50	-1	11644	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3996	100	100	3976	100	100	18	3996	100	100	3976	100	100	18	-1	-1	2220	740	35	-1	-1	-1	-1	208	208	206	206	149	29	49	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4151	-1	47	-1	-1	-1	-1	769	-1	-1	769	-1	-1	769	-1	-1	769	-1	-1	-1	8554	-1	-1	-1	-1	-1	-1	8554	-1	-1	-1	-1	-1	-1	-1	-1	8960	-1	47	-1	-1	-1	-1	491	491	491	491	322	-1	148	-1	-1	-1	-1	-1	49	49	49	49	-1	-1	-1	-1	-1	-1
																																																																
4231	1000	32	-1	500	50	-1	20	5	-1	20	5	-1	20	5	-1	20	5	-1	6	150	150	150	150	150	150	12	150	150	150	150	150	150	12	-1	-1	1030	510	21	-1	-1	-1	-1	18	18	18	18	12	10	5	-1	-1	-1	-1	-1	50	50	50	50	-1	-1	-1	-1	-1	-1
4243	2000	6	-1	7184	50	-1	120	55	-1	120	55	-1	120	55	-1	120	55	-1	7	2012	50	50	2012	50	50	13	2012	50	50	2012	50	50	13	-1	-1	2500	482	11	-1	-1	-1	-1	148	148	148	148	78	18	33	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
4244	10000	6	-1	7184	50	-1	120	55	-1	120	55	-1	120	55	-1	120	55	-1	7	2012	50	50	2012	50	50	13	2012	50	50	2012	50	50	13	-1	-1	2500	482	11	-1	-1	-1	-1	148	148	148	148	78	18	33	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
4306	13123	6	-1	6751	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	1159	50	50	1154	50	50	12	1159	50	50	1154	50	50	12	-1	-1	1290	430	10	-1	-1	-1	-1	121	121	120	120	68	10	23	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4307	17943	7	-1	9227	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1185	50	50	1185	50	50	14	1185	50	50	1185	50	50	14	24	-1	1000	500	5	-1	-1	-1	-1	44	44	44	44	44	19	10	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4308	19026	8	-1	9780	50	-1	70	14	-1	70	14	-1	70	14	-1	70	14	-1	7	1285	50	50	1285	50	50	14	1285	50	50	1285	50	50	14	24	-1	1170	520	6	-1	-1	-1	-1	65	65	65	65	19	19	20	-1	-1	-1	-1	-1	16	16	16	16	-1	-1	-1	-1	-1	-1
4309	19146	9	-1	9841	50	-1	90	14	-1	90	14	-1	90	14	-1	90	14	-1	7	1385	50	50	1385	50	50	14	1385	50	50	1385	50	50	14	24	-1	1270	530	8	-1	-1	-1	-1	75	75	75	75	28	19	30	-1	-1	-1	-1	-1	18	18	18	18	-1	-1	-1	-1	-1	-1
4310	19266	10	-1	9902	50	-1	110	14	-1	110	14	-1	110	14	-1	110	14	-1	7	1485	50	50	1485	50	50	14	1485	50	50	1485	50	50	14	24	-1	1370	550	10	-1	-1	-1	-1	95	95	95	95	46	47	40	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
4311	19386	11	-1	9963	50	-1	130	80	-1	130	80	-1	130	80	-1	130	80	-1	7	1585	50	50	1585	50	50	14	1585	50	50	1585	50	50	14	24	-1	1470	560	15	-1	-1	-1	-1	110	110	110	110	90	79	50	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4312	19506	12	-1	10023	50	-1	180	100	-1	180	100	-1	180	100	-1	180	100	-1	7	1685	50	50	1685	50	50	14	1685	50	50	1685	50	50	14	24	-1	1770	590	20	-1	-1	-1	-1	126	126	126	126	110	121	60	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4314	15000	66	-1	9822	65	-1	190	77	-1	190	77	-1	190	77	-1	190	77	-1	9	2200	65	65	2200	65	65	14	2200	65	65	2200	65	65	18	-1	-1	2000	3000	28	-1	-1	-1	-1	165	165	164	164	122	19	40	-1	-1	-1	-1	-1	55	55	55	55	-1	-1	-1	-1	-1	-1
4320	28888	100	-1	10023	50	-1	1000	160	-1	1000	160	-1	1000	160	-1	1000	160	-1	7	8888	50	50	8888	50	50	14	1585	50	50	1580	50	50	14	24	-1	8888	2888	23	-1	-1	-1	-1	165	165	164	164	122	19	40	-1	-1	-1	-1	-1	300	300	300	300	-1	-1	-1	-1	-1	-1
4321	15520	50	-1	6441	50	-1	200	24	-1	200	24	-1	200	24	-1	200	24	-1	6	1506	50	50	1301	50	50	12	1506	50	50	1301	50	50	12	-1	-1	1530	710	20	-1	-1	-1	-1	149	149	148	148	88	15	40	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
																																																																
5001	43967	15	-1	17184	50	-1	810	73	-1	810	73	-1	810	73	-1	810	73	-1	7	18000	50	50	18000	50	50	13	18000	50	50	18000	50	50	13	-1	-1	12050	8458	61	-1	-1	-1	-1	490	490	490	490	325	42	167	-1	-1	-1	-1	-1	41	41	41	41	-1	-1	-1	-1	-1	-1
